@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,7,9-11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute nloc numeric
@attribute label {defective,clean}

@data
1,1,1,22,clean
1,1,1,44,clean
1,1,1,19,clean
1,1,1,212,clean
1,1,1,3,clean
1,1,1,2,clean
1,1,1,19,clean
1,1,1,3,clean
1,1,1,1,clean
1,1,1,9,clean
1,1,1,28,clean
1,1,1,41,clean
1,1,1,15,clean
1,1,1,20,clean
1,1,1,28,clean
1,1,1,10,clean
1,1,1,39,clean
1,1,1,94,clean
1,1,1,5,clean
1,1,1,20,clean
1,1,1,14,clean
1,1,1,11,clean
1,1,1,15,clean
1,1,1,28,clean
1,1,1,71,clean
1,1,1,19,clean
1,1,1,13,clean
1,1,1,21,clean
1,1,1,48,clean
1,1,1,22,clean
1,1,1,14,clean
1,1,1,21,clean
1,1,1,4,clean
1,1,1,11,clean
1,1,1,14,clean
1,1,1,20,clean
1,1,1,16,clean
1,1,1,6,clean
1,1,1,17,clean
1,1,1,13,clean
1,1,1,4,clean
1,1,1,4,clean
1,1,1,12,clean
1,1,1,14,clean
1,1,1,15,clean
1,1,1,7,clean
1,1,1,60,clean
1,1,1,7,clean
1,1,1,14,clean
1,1,1,11,clean
1,1,1,13,clean
1,1,1,6,clean
1,1,1,24,clean
1,1,1,104,clean
1,1,1,12,clean
1,1,1,11,clean
1,1,1,11,clean
1,1,1,21,clean
1,1,1,1,clean
1,1,1,11,clean
1,1,1,82,clean
1,1,1,37,clean
1,1,1,30,clean
1,1,1,127,clean
1,1,1,16,clean
1,1,1,26,clean
1,54,1,13,clean
1,1,1,23,clean
1,57,1,14,clean
1,1,1,3,clean
1,1,1,77,clean
1,1,1,112,clean
1,1,1,12,clean
1,1,1,53,clean
1,1,1,4,clean
1,1,1,17,clean
1,1,1,16,clean
1,1,1,95,clean
1,1,1,19,clean
1,1,1,113,clean
1,1,1,3,clean
1,1,1,57,clean
1,1,1,3,clean
1,1,1,2,clean
1,1,1,3,clean
1,1,1,5,clean
1,1,1,5,clean
1,1,1,3,clean
1,1,1,2,clean
1,1,1,2,clean
1,1,1,3,clean
1,1,1,4,clean
1,1,1,4,clean
1,1,1,53,clean
1,1,1,15,clean
1,1,1,6,clean
1,1,1,6,clean
1,1,1,3,clean
1,1,1,51,clean
1,1,1,2,clean
1,1,1,15,clean
1,1,1,4,clean
1,1,1,3,clean
1,1,1,7,clean
1,1,1,3,clean
1,1,1,6,clean
1,1,1,4,clean
1,1,1,1,clean
1,1,1,45,clean
1,1,1,5,clean
1,1,1,40,clean
1,1,1,27,clean
1,1,1,1,clean
1,1,1,30,clean
1,1,1,9,clean
1,1,1,1,clean
1,1,1,1,clean
1,1,1,13,clean
1,1,1,47,clean
1,1,1,3,clean
1,1,1,102,clean
1,1,1,1,clean
1,1,1,9,clean
1,1,1,1,clean
1,1,1,10,clean
1,1,1,1,clean
1,1,1,3,clean
1,1,1,40,clean
1,1,1,373,clean
1,1,1,59,clean
1,1,1,1,clean
1,1,1,3,clean
1,1,1,121,clean
1,1,1,28,clean
1,1,1,14,clean
1,1,1,3,clean
1,1,1,34,clean
1,1,1,37,clean
1,1,1,3,clean
1,1,1,10,clean
1,1,1,1,clean
1,1,1,3,clean
1,1,1,4,clean
1,1,1,3,clean
1,1,1,3,clean
1,1,1,22,clean
1,1,1,9,clean
1,1,1,3,clean
1,1,1,5,clean
1,1,1,27,clean
1,1,1,2,clean
1,1,1,2,clean
1,1,1,6,clean
1,1,1,9,clean
1,1,1,30,clean
1,1,1,1,clean
1,1,1,90,clean
1,1,1,10,clean
1,1,1,4,clean
1,1,1,20,clean
1,1,1,15,clean
1,1,1,21,clean
1,1,1,71,clean
1,1,1,411,clean
1,6,1,401,clean
1,1,1,13,clean
1,1,1,7,clean
1,1,1,4,clean
1,1,1,3,clean
1,27,1,3,clean
1,1,1,4,clean
1,1,1,33,clean
1,1,1,1,clean
1,1,1,3,clean
1,1,1,7,clean
1,1,1,2,clean
1,1,1,1,clean
1,1,1,25,clean
1,1,1,2,clean
1,1,1,3,clean
1,1,1,2,clean
1,1,1,2,clean
1,1,1,11,clean
1,1,1,17,clean
1,1,1,6,clean
1,1,1,6,clean
1,1,1,47,clean
1,49,1,23,clean
1,1,1,6,clean
1,1,1,6,clean
1,33,1,4,clean
1,1,1,6,clean
1,1,1,6,clean
1,33,1,4,defective
1,1,1,5,clean
1,1,1,29,clean
1,1,1,5,clean
1,1,1,4,clean
1,1,1,1,clean
1,1,1,1,clean
1,1,1,21,clean
1,1,1,5,clean
1,1,1,8,clean
1,1,1,5,clean
1,1,1,73,clean
1,1,1,1,clean
1,1,1,3,clean
1,1,1,30,clean
1,1,1,8,clean
1,1,1,43,clean
1,1,1,1,clean
1,1,1,15,clean
1,1,1,6,clean
1,1,1,1,clean
1,1,1,16,clean
1,1,1,15,clean
1,1,1,3,clean
1,1,1,10,clean
1,1,1,7,clean
1,10,1,7,clean
1,1,1,3,clean
1,1,1,7,clean
1,1,1,13,clean
1,1,1,3,clean
1,1,1,19,clean
1,1,1,9,clean
1,1,1,9,clean
1,1,1,1,clean
1,1,1,13,clean
1,1,1,63,clean
1,1,1,3,clean
1,1,1,18,clean
1,1,1,2,clean
1,1,1,3,clean
1,1,1,4,clean
1,1,1,3,clean
1,1,1,4,clean
1,26,1,2,clean
1,1,1,3,clean
1,1,1,84,clean
1,1,1,71,clean
1,1,1,33,clean
1,1,1,4,clean
1,1,1,1,clean
1,1,1,3,clean
1,1,1,58,clean
1,1,1,17,clean
1,1,1,12,clean
1,1,1,14,clean
1,1,1,28,clean
1,1,1,6,clean
1,1,1,3,clean
1,1,1,100,clean
1,1,1,4,clean
1,1,1,3,clean
1,1,1,25,clean
1,1,1,240,clean
1,1,1,204,clean
1,1,1,4,clean
1,1,1,7,clean
1,1,1,3,clean
1,1,1,4,clean
1,1,1,17,clean
1,1,1,2,clean
1,1,1,13,clean
1,1,1,3,clean
1,1,1,83,clean
1,1,1,28,clean
1,1,1,3,clean
1,1,1,3,clean
1,1,1,2,clean
1,1,1,39,clean
1,1,1,95,clean
1,1,1,40,clean
1,1,1,69,clean
1,1,1,3,clean
1,1,1,15,clean
1,1,1,14,clean
1,1,1,13,clean
1,1,1,2,clean
1,1,1,16,clean
1,1,1,16,clean
1,1,1,44,clean
1,1,1,12,clean
1,1,1,24,clean
1,1,1,78,clean
1,1,1,27,clean
1,1,1,14,clean
1,1,1,34,clean
1,1,1,77,clean
1,1,1,32,clean
1,957,1,0,clean
1,957,1,0,clean
4,5,4,0,clean
1,591,1,406,defective
2,116,2,69,clean
1,627,1,421,clean
2,5670,2,479,clean
1,81,1,486,clean
4,591,4,448,defective
1,32,1,0,clean
1,62,1,26,clean
1,136,1,6,clean
1,226,1,116,clean
1,36,1,247,clean
1,246,1,641,clean
1,37,1,12,clean
1,37,1,12,clean
1,26,1,2,clean
1,37,1,12,clean
1,3069,1,80,clean
1,28,1,3,clean
1,28,1,3,clean
1,44,1,12,clean
1,81,1,35,clean
1,43,1,16,defective
1,55,1,15,clean
1,28,1,3,clean
1,35,1,9,clean
1,35,1,9,clean
1,35,1,9,clean
2,164,2,42,clean
1,76,1,24,clean
1,26,1,2,clean
1,27,1,565,clean
1,4275,1,442,defective
1,12,1,385,clean
1,36,1,247,clean
2,16,2,31,clean
1,12,1,385,clean
1,67,1,16,clean
1,4158,1,588,clean
1,990,1,463,clean
2,1296,2,985,clean
1,6,1,590,clean
3,31,3,492,clean
2,979,2,1028,clean
1,9676,1,455,clean
1,104,1,275,clean
1,1,1,46,clean
1,35,1,23,clean
1,33,1,0,clean
1,16872,1,407,defective
1,100,1,326,clean
1,6,1,326,clean
1,32480,1,324,clean
2,4200,3,427,defective
1,5,1,725,clean
1,5,1,569,clean
1,31,1,0,clean
1,39,1,0,clean
1,224,1,0,clean
1,1,2,13,clean
1,94,1,57,clean
1,42,1,0,clean
1,34,1,6,clean
1,16,1,29,clean
1,40,1,3,clean
1,68,1,0,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
2,56,2,7,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,37,clean
1,12,1,20,clean
1,1,1,13,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,12,1,20,clean
1,59,1,0,clean
1,34,1,6,clean
1,36,1,15,clean
1,39,1,9,clean
1,46,1,0,clean
1,1140,1,0,clean
1,9676,1,455,clean
1,1,1,610,clean
5,181,5,152,defective
2,237,2,195,clean
1,2,1,176,clean
1,8,1,192,clean
1,114736,1,1323,clean
1,196,1,1246,clean
1,3,1,1202,clean
1,16,1,1327,clean
1,196,1,1246,clean
2,134,2,748,clean
1,756,1,1881,clean
1,70064,1,1948,clean
1,70064,1,1948,clean
1,400,1,756,clean
1,2115,1,758,clean
8,10294,8,681,defective
1,12,1,331,clean
1,4284,1,328,clean
3,8,17,413,clean
1,702,2,467,defective
1,702,2,467,defective
1,610,1,987,defective
1,751,1,0,clean
2,14,2,15,clean
1,60,1,3,clean
1,31,1,0,clean
1,68,1,25,clean
1,16,1,17,clean
1,16,1,25,clean
1,16,1,14,clean
1,44,1,7,clean
1,16,1,17,clean
1,16,1,25,clean
1,16,1,14,clean
1,62,1,25,clean
1,16,1,9,clean
1,2,1,2,clean
1,26,1,1,defective
1,72,1,28,clean
1,72,1,28,clean
1,72,1,28,clean
1,72,1,28,clean
1,82,1,0,clean
1,16,1,9,clean
1,18,2,48,defective
1,2970,1,55,clean
1,25,1,22,clean
1,48,1,14,clean
1,41,1,0,clean
1,24,1,0,clean
1,68,1,0,clean
1,31,1,0,clean
1,110,1,6,clean
2,62,2,26,clean
1,60,1,3,clean
1,68453,1,447,defective
1,610,1,987,defective
2,62,2,26,clean
2,62,2,26,clean
1,2028,2,335,clean
1,3712,1,0,clean
1,2300,1,1509,clean
1,1368,1,1504,clean
1,25,1,666,clean
1,7160,1,587,clean
1,14,1,455,clean
1,10948,1,123,clean
1,81,1,6,clean
1,95,1,34,clean
3,49,3,6,clean
1,77,1,0,clean
1,4,1,741,clean
1,10948,1,123,clean
1,2690408,1,1498,clean
2,120,2,904,defective
1,10350,1,1507,clean
1,1989,1,1047,clean
1,21,1,627,clean
1,4,1,627,clean
1,192,1,1507,clean
1,192,1,1507,clean
1,22,1,611,clean
1,1368,1,1504,clean
1,66,1,0,clean
2,31,2,24,clean
1,57,1,0,clean
1,92092,6,859,clean
1,92092,2,402,clean
1,149742,2,526,clean
1,92092,6,859,clean
1,990,3,952,clean
1,93024,2,405,clean
1,878,1,0,clean
1,92092,3,859,clean
1,990,3,952,clean
1,92092,3,859,clean
1,990,3,952,clean
1,990,3,952,clean
1,92092,3,859,clean
1,92092,6,444,clean
1,92092,3,859,clean
1,92092,3,859,clean
1,92092,3,859,clean
1,92092,3,859,clean
1,92092,3,859,clean
1,92092,6,444,clean
2,1132,2,436,clean
1,92092,3,859,clean
1,1368,1,1504,clean
1,92092,3,859,clean
1,92092,6,444,clean
1,92092,3,859,clean
1,4516,1,4205,clean
1,4516,1,4205,clean
1,4516,1,4205,clean
1,4516,1,4205,clean
1,1067,1,0,clean
1,1398,1,0,clean
1,45,1,431,clean
1,13570,1,1535,clean
1,131,1,1053,clean
1,7160,6,551,clean
1,5,1,725,clean
1,11,3,24,clean
1,13,1,9,clean
1,13,1,0,clean
1,4516,1,4205,clean
1,39,1,0,clean
1,67,1,0,clean
1,67,1,0,clean
1,80,1,0,clean
1,41,1,0,clean
1,39,1,0,clean
1,499,1,341,clean
1,16,1,12,clean
1,16,1,12,clean
1,499,1,341,clean
1,499,1,341,clean
1,499,1,341,clean
1,499,1,341,clean
1,499,1,341,clean
1,31,1,0,clean
1,10,1,6,clean
1,499,1,341,clean
1,499,1,341,clean
1,10,1,6,clean
1,499,1,341,clean
1,22,1,18,clean
1,499,1,341,clean
1,32,1,0,clean
1,22,1,18,clean
1,499,1,341,clean
1,499,1,341,clean
1,16,1,12,clean
1,2837,1,0,clean
1,2837,1,0,clean
1,1398,1,0,clean
1,16,1,12,clean
1,33,1,0,clean
1,125,1,0,clean
1,130,1,0,clean
1,109,1,0,clean
1,2837,1,0,clean
1,43,1,0,clean
2,699,2,325,clean
2,699,2,325,clean
2,699,2,325,clean
2,699,2,325,clean
2,1152,2,81,clean
1,19,1,13,clean
1,276,1,242,clean
1,1092,1,136,clean
1,276,1,242,clean
1,1092,1,136,clean
2,110,2,2705,clean
1,2,1,2113,clean
1,6952,1,2099,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,2,1,236,clean
1,8,1,237,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
1,194,1,184,clean
3,6,3,1487,clean
8,154,8,1006,defective
6,1,6,786,clean
3,64,4,134,clean
4,132,4,1056,clean
1,225,1,504,clean
2,729,2,503,clean
1,56,1,509,defective
2,80,2,512,clean
1,19,1,99,clean
1,9696,1,12,clean
1,7,1,686,clean
2,17,2,81,clean
1,5,4,1046,clean
2,329,2,2126,defective
2,12,2,2443,clean
1,4,1,472,clean
5,330,5,1674,clean
6,262,9,1901,defective
1,294,1,378,clean
1,4,1,446,clean
2,1152,2,81,clean
1,4,1,0,clean
3,49,3,0,clean
1,1,1,154,clean
1,44,1,36,clean
1,72,1,39,clean
1,52,1,15,clean
1,42,1,9,clean
1,12,1,247,clean
2,4,2,338,clean
1,10952,1,2084,clean
1,580,1,415,clean
1,4,2,3223,clean
1,1072,1,4687,clean
1,2,1,4663,clean
1,26,1,0,clean
1,44,1,1,clean
1,12,1,6,clean
2,12,3,659,clean
4,15,4,0,clean
1,4,1,0,clean
4,15,4,0,clean
1,5,1,0,clean
1,225,1,2,clean
2,42,3,68,clean
1,225,1,2,clean
1,26,2,556,clean
1,225,1,2,clean
2,5,3,910,clean
4,105,4,0,clean
2,26,2,0,clean
4,324,4,1,clean
2,21,2,12,clean
1,1,1,2284,clean
2,139,2,2413,clean
2,49,2,2497,clean
1,9,1,4520,clean
2,50,3,3196,clean
1,9,1,448,clean
1,12,1,2113,clean
1,4,1,2122,clean
1,9,1,1398,clean
1,1215,1,4491,clean
1,9696,1,12,clean
2,190,3,3309,defective
1,4,1,2375,clean
8,416,8,2149,defective
6,195,7,2751,defective
2,21,2,1637,clean
1,2640,1,2355,clean
1,756,1,2400,clean
1,1222,1,2082,clean
2,12475,2,2292,clean
1,24849,1,117,clean
1,24849,1,117,clean
4,52,9,1508,clean
1,56,2,161,clean
1,9696,1,12,clean
2,4,2,10,clean
2,44,2,11,clean
3,2209,3,42,clean
1,214,1,3083,clean
1,56,1,316,clean
1,9696,1,12,clean
2,1173,2,262,defective
2,16,2,1137,clean
5,221,6,1278,clean
2,324,2,1,clean
2,560,2,4774,clean
1,24,1,4751,clean
1,884,1,4756,clean
2,47,2,2,clean
1,2756,1,4788,clean
3,264,3,1,clean
2,324,2,1,clean
2,18,2,2193,clean
1,2,1,7172,clean
2,128,2,10487,clean
1,4,1,11094,clean
2,3,2,232,clean
3,324,3,0,clean
1,9,1,7,clean
1,1164,1,1153,clean
1,24849,1,117,clean
1,45,1,10,clean
1,3,1,9,clean
1,24849,1,117,clean
1,72,1,1096,clean
1,1,1,1131,clean
1,1,1,3831,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,4,2,2,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
3,1474,3,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
3,1474,3,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
3,575,3,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
2,1474,2,1,clean
1,24,1,0,clean
1,24,1,0,clean
1,12,1,4,clean
1,12,1,0,clean
3,199,5,1754,clean
1,56,1,316,clean
1,3,1,163,clean
1,12,1,4,clean
2,4,2,0,clean
1,3,1,34,clean
1,2,1,0,clean
3,25,3,1,clean
6,105,6,983,clean
2,146,2,1,clean
2,146,2,1,clean
5,105,5,0,clean
2,146,2,1,clean
3,146,3,1,clean
2,146,2,1,clean
4,105,4,0,clean
4,105,4,0,clean
2,146,2,1,clean
4,99,4,1,clean
2,99,2,1,clean
3,99,3,1,clean
1,44,1,1,clean
1,44,1,1,clean
2,49,2,0,clean
4,105,4,1,clean
2,105,2,1,clean
1,12,1,1142,clean
2,146,2,1,clean
3,324,3,0,clean
3,99,3,1,clean
2,51,2,1,clean
2,51,2,1,clean
2,51,2,1,clean
4,324,4,0,clean
2,324,2,1,clean
2,146,2,1,clean
4,324,4,1,clean
3,105,3,0,clean
3,105,3,0,clean
3,105,3,0,clean
3,324,3,0,clean
2,30,2,1,clean
2,146,2,1,clean
4,324,4,0,clean
2,146,2,1,clean
1,309111,1,5502,clean
1,81,2,3549,clean
1,1,1,622,clean
1,16,1,1330,clean
1,164088,1,497,clean
4,543,4,1384,clean
1,142,1,0,clean
1,27,1,4189,clean
1,24849,1,117,clean
